ID,Latitude,Longitude,Dataset,Datum,Error Radius (m),Accuracy: Square Meters,Plant,Observer,Date,Source,County,Location Description,Location Quality,Citation
io81287,33.689705,-117.631687,mgr,WGS84,4,50,Amsinckia menziesii,Ron Vanderhoff,2023-01-29,NA,Orange,"Vulture View Rd., ca 120 m N junct. of Sage Scrub Trail, Whiting Ranch Park",high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
io81108,33.699292,-117.646278,mgr,WGS84,4,50,Amsinckia menziesii,Ron Vanderhoff,2023-01-22,NA,Orange,"Mustard Road, Whiting Ranch Wilderness Park",high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
io80402,33.811828,-117.796188,mgr,WGS84,4,50,Amsinckia menziesii,Ron Vanderhoff,2022-12-29,NA,Orange,"Old gravel pit, NW Corner Santiago Cyn. Rd and Cannon St., Orange",high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
mg163928,40.103819,-122.045407,mgr,WGS84,8,222,Amsinckia menziesii,David popp,2022-05-07,NA,Tehama,NA,high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
mg157335,37.956469,-122.149916,mgr,WGS84,7,147,Amsinckia menziesii,R.A. Chasey,2022-03-13,NA,Contra Costa,NA,high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
io62118,33.495542,-117.639246,mgr,WGS84,4,50,Amsinckia menziesii var. menziesii,Ron Vanderhoff,2022-03-13,NA,Orange,"West La Rhonda Trail, San Juan Capistrano",high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
io60933,37.968505,-121.831147,mgr,WGS84,8,201,Amsinckia menziesii,Catherine Chang,2022-02-20,NA,Contra Costa,NA,high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
io60796,33.535085,-117.550975,mgr,WGS84,4,50,Amsinckia menziesii,Ron Vanderhoff,2022-02-17,NA,Orange,"Caspers Park Road, ca 100m N of entrance kiosk, Caspers Park",high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
io60793,33.537418,-117.550513,mgr,WGS84,4,50,Amsinckia menziesii,Ron Vanderhoff,2022-02-17,NA,Orange,"10m W of Ortega Flats Campground, Caspers Park",high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
io47903,37.523343,-120.850182,mgr,WGS84,4,50,Amsinckia menziesii,Juan Rios,2021-05-10,Plant Observation,Stanislaus,Research Plot at CSU Stanislaus campus.,high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
io45952,37.05505,-121.21382,mgr,WGS84,5,78,Amsinckia menziesii var. menziesii,Mary Conway,2021-04-22,NA,Merced,NA,high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
mg131350,36.490282,-121.149533,mgr,WGS84,9,231,Amsinckia menziesii,Cynthia Powell,2021-04-12,NA,San Benito,NA,high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
mg130572,39.580512,-121.556063,mgr,WGS84,7,144,Amsinckia menziesii,David popp,2021-04-07,NA,Butte,NA,high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
io44638,37.476179,-122.12754,mgr,WGS84,4,50,Amsinckia menziesii,Ambrose Cruz,2021-04-06,NA,San Mateo,West side trail,high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
io44546,38.86371,-122.40592,mgr,WGS84,5,78,Amsinckia menziesii,Rebecca Nelson,2021-04-04,NA,Lake,Near road,high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
io44554,38.86371,-122.4059,mgr,WGS84,5,78,Amsinckia menziesii,Rebecca Nelson,2021-04-04,NA,Lake,Near road,high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
mg130047,39.552643,-121.625357,mgr,WGS84,4,57,Amsinckia menziesii,David popp,2021-04-02,NA,Butte,#fire,high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
mg129788,39.536198,-121.589832,mgr,WGS84,6,98,Amsinckia menziesii,David popp,2021-03-30,NA,Butte,NA,high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
mg128785,37.652544,-121.487458,mgr,WGS84,3,34,Amsinckia menziesii,R.A. Chasey,2021-03-22,NA,San Joaquin,NA,high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
mu13475,33.6488,-117.6053,mgr,WGS84,4,50,Amsinckia menziesii,Ron Vanderhoff,2021-03-11,NA,Orange,"Trabuco Creek wash, 100m NE SR241, O'Neill Park",high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
mu13382,33.683921,-118.025704,mgr,WGS84,4,50,Amsinckia menziesii,Ron Vanderhoff,2021-03-07,NA,Orange,"Harriett Wieder Regional Park, 225m WSW of parking lot, Seapoint Dr., Huntington Beach",high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
mu12962,33.6257,-117.8936,mgr,WGS84,4,50,Amsinckia menziesii,Ron Vanderhoff,2021-02-25,NA,Orange,"North Star Beach, Upper Newport Bay",high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
mu1904,33.6629,-117.8548,mgr,WGS84,6,100,Amsinckia menziesii,Ron Vanderhoff,2020-04-21,NA,Orange,"Adj. UCI Freshwater Marsh, Irvine",high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
mu1458,33.8796,-117.7394,mgr,WGS84,6,100,Amsinckia menziesii,Ron Vanderhoff,2020-04-11,NA,Orange,"Santa Ana River at Big Bend area, E of Yorba Linda",high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
mu995,33.8043,-117.7583,mgr,WGS84,6,100,Amsinckia menziesii,Ron Vanderhoff,2020-03-29,NA,Orange,"Santiago Creek Wash, between Irvine and Santiago Oaks Parks",high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
mu982,33.8003,-117.7555,mgr,WGS84,6,100,Amsinckia menziesii,Ron Vanderhoff,2020-03-29,NA,Orange,"Santiago Creek Wash, between Irvine and Santiago Oaks Parks",high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
mu486,33.5141,-117.5768,mgr,WGS84,6,100,Amsinckia menziesii,Ron Vanderhoff,2020-03-22,NA,Orange,"Rancho Miss. Viejo, S Hwy 74, .5 mi E Christianitos Rd.",high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
mu472,33.6655,-117.4337,mgr,WGS84,6,100,Amsinckia menziesii,Ron Vanderhoff,2020-03-22,Holy Fire,Orange,"@fire, Holy Fire, Main Divide Rd., +- 2.75 Rd. Mi. from Hwy 74, Santa Ana Mts.",high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
mu458,33.6607,-117.4309,mgr,WGS84,6,100,Amsinckia menziesii,Ron Vanderhoff,2020-03-22,Holy Fire,Orange,"@fire, Holy Fire, Main Divide Rd., +- 2.75 Rd. Mi. from Hwy 74, Santa Ana Mts.",high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
mu424,33.6651,-117.4228,mgr,WGS84,6,100,Amsinckia menziesii,Ron Vanderhoff,2020-03-22,Holy Fire,Orange,"@fire, Holy Fire, Main Divide Rd., 2.75 Rd. Mi. from Hwy 74, Santa Ana Mts.",high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
gp15905,33.58017,-117.76262,online,WGS84,6,100,Amsinckia menziesii,Ron Vanderhoff,2019-05-16,NA,Orange,"Vic. Laguna Cyn. Rd. at El Toro Rd., Laguna Beach",high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
po133277,36.66747,-121.03202,mgr,WGS84,5,79,Amsinckia menziesii,Gary McDonald,2019-04-19,NA,San Benito,"1.62mi N of Antelope Fire Control Station, Willow Springs, San Benito Co., CA",high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
gp13816,33.599448,-117.348752,online,WGS84,6,100,Amsinckia menziesii var. menziesii,Ron Vanderhoff,2019-03-31,NA,Riverside,"Elsinore Peak area, Santa Ana Mts.",high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
io9784,34.135006,-117.410382,mgr,WGS84,6,113,Amsinckia menziesii,keith wayne garcia,2019-03-28,NA,San Bernardino,NA,high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
mg80210,36.056771,-119.029989,mgr,WGS84,3,32,Amsinckia menziesii,Catherine Capone,2019-03-23,NA,Tulare,NA,high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
mg79848,36.031924,-118.863838,mgr,WGS84,6,129,Amsinckia menziesii,Catherine Capone,2019-03-17,NA,Tulare,low foothill valley,high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
io8954,33.715046,-117.439776,mgr,WGS84,6,113,Amsinckia menziesii,keith wayne garcia,2019-03-10,NA,Riverside,#fire,high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
io8844,33.097305,-116.462683,mgr,WGS84,5,78,Amsinckia menziesii,Hailey Laskey,2019-03-07,NA,San Diego,"Scour through willows, cottonwoods and encroaching mesquite. Amsinckia, phacelia, descurania herb layer throughout.",high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
mg78482,37.881232,-122.028147,mgr,WGS84,6,121,Amsinckia menziesii,Anthony O'Dea,2019-02-17,Upper Rudgear,Contra Costa,NA,high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
mg78473,37.880286,-122.02584,mgr,WGS84,8,178,Amsinckia menziesii,Anthony O'Dea,2019-02-16,Upper Rudgear,Contra Costa,NA,high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
po90166,36.666926,-121.0351,mgr,WGS84,5,79,Amsinckia menziesii var. menziesii,Gary McDonald,2018-05-01,NA,San Benito,"1.7mi NNW Antelope Fire Control Station, Willow Springs, San Benito Co., CA",high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
po85095,40.494041,-122.498031,mgr,WGS84,3,30,Amsinckia menziesii,David Ledger,2018-03-28,NA,Shasta,Horsetown Clear Creek Preserve near trail head by parking lot,high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
po35749,41.97768,-122.44643,mgr,WGS84,2,10,Amsinckia menziesii,David Ledger,2017-05-14,NA,Siskiyou,Horseshoe Ranch Trail 1/4 mile from parking lot.,high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
po66969,36.66674,-121.03541,mgr,WGS84,5,79,Amsinckia menziesii,Gary McDonald,2017-05-01,NA,San Benito,"1.6 mi. N of Antelope Fire Control Station, Willow Springs, San Benito Co., CA",high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
cbo70678,37.514322,-121.88343,online,WGS84,1,3,Amsinckia menziesii,Marie Reil,2017-04-29,NA,Alameda,Mission Peak Regional Preserve - Peak Trail,high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
po32992,40.561042,-122.45945,mgr,WGS84,2,10,Amsinckia menziesii,David Ledger,2017-04-24,NA,Shasta,"Purple Elm trail, 1 mile from trailhead on both sides of trail",high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
cbo68882,37.517464,-121.889074,online,WGS84,1,3,Amsinckia menziesii,Marie Reil,2017-04-20,NA,Alameda,Mission Peak Regional Preserve - Peak Trail,high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
cbo68519,37.522756,-121.893132,online,WGS84,3,28,Amsinckia menziesii,Marie Reil,2017-04-14,NA,Alameda,Mission Peak Regional Preserve - Peak Trail,high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
gp6381,35.305038,-119.246345,online,WGS84,5,79,Amsinckia menziesii,Alison Sheehey,2017-04-01,NA,Kern,NA,high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
mg38349,33.566289,-117.821081,mgr,WGS84,4,50,Amsinckia menziesii,Lana Nguyen,2017-03-27,NA,Orange,Fire break behind ranger station,high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
po14889,40.527723,-122.172775,mgr,WGS84,2,10,Amsinckia menziesii,David Ledger,2016-04-16,NA,Shasta,Bascom Road near Milville Plains Road,high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
mg21915,39.595578,-121.541869,mgr,WGS84,8,201,Amsinckia menziesii var. menziesii,David popp,2016-03-29,NA,Butte,NA,high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
po11617,34.169967,-119.038005,mgr,WGS84,3,28,Amsinckia menziesii,Steven M Norris,2016-03-19,NA,Ventura,"Near crest line of hill to west of University Glen, CSUCI campus, to west of metal water towers",high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
po11426,34.167673,-119.039113,mgr,WGS84,3,28,Amsinckia menziesii,Steven M Norris,2016-03-12,NA,Ventura,"Along crest line of hill to west of University Glen, to south of concrete water tank",high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
po11445,34.166659,-119.038862,mgr,WGS84,3,28,Amsinckia menziesii,Steven M Norris,2016-03-12,NA,Ventura,"Top of hill to north east of Sage Hall, CSUCI campus",high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
po11453,34.166188,-119.039711,mgr,WGS84,3,28,Amsinckia menziesii,Steven M Norris,2016-03-12,NA,Ventura,"Top of hill to north east of Sage Hall, CSUCI campus",high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
po11406,34.161106,-119.039675,mgr,WGS84,5,79,Amsinckia menziesii,Steven M Norris,2016-03-10,NA,Ventura,"North facing slope of hillside to south of Malibu Hall, CSUCI campus",high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
po10752,34.174057,-119.031975,mgr,WGS84,1,3,Amsinckia menziesii,Steven M Norris,2016-03-05,NA,Ventura,"Along ridge line of hill to south of model airplane park, Camarillo Park, CSUCI campus",high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
po11831,34.16762,-119.039135,mgr,WGS84,3,28,Amsinckia menziesii,Steven M Norris,2016-02-19,NA,Ventura,"Along crest line of hill to west of University Glen, to south of concrete water tank",high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
oe5111,37.975461,-122.584247,online,WGS84,2,10,Amsinckia menziesii var. intermedia,Bob Granger,2013-04-15,COM,Marin,in grasses next to fire road leading to top of Bald Hill at the junction of Deer Park trail N 37 58.540' W 122 35.074',high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
oe3094,37.994498,-122.104096,online,WGS84,2,10,Amsinckia menziesii,Brett Stevenson,2012-03-04,NA,Contra Costa,On a hillside between shopping centers and suburbia.,high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
oe2098,34.111307,-118.711566,online,WGS84,4,50,Amsinckia menziesii,michael o brien,2011-05-08,NA,Los Angeles,"White Oak Farm, a unit of Malibu Creek State Park",high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
oe1948,39.581737,-121.551833,online,WGS84,4,50,Amsinckia menziesii var. intermedia,Mike Loomis,2010-04-23,NA,Butte,"Table Mountain, Cherokee Rd., 1.5 miles north of Schimer Rd.",high,"Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
